ID RA DEC LST1_start LST1_stop LST2_start LST2_stop Nvis Exptime Prob(Norm) Contour
45 128.203217 -8.863296 32.071677 33.022085 -99.000000 -99.000000 1 1200 0.008810 35.2
46 127.938072 -5.887950 31.976979 33.081431 -99.000000 -99.000000 1 1200 0.008606 58.4
47 127.920914 -4.117949 32.226893 33.349798 31.706323 32.829229 1 1200 0.008514 76.6
48 127.646744 -10.855078 32.152106 32.867460 -99.000000 -99.000000 1 1200 0.008512 56.4
49 128.545563 -8.174277 32.068242 33.071167 -99.000000 -99.000000 1 1200 0.008426 41.6
50 118.334671 6.516046 33.126687 34.253999 29.523958 30.651269 1 1200 0.008367 66.6
51 129.359787 -10.126252 32.214125 33.033847 -99.000000 -99.000000 1 1200 0.008364 32.5
52 127.944244 -5.186284 31.971067 33.088165 -99.000000 -99.000000 1 1200 0.008349 64.6
53 130.767000 -11.472600 32.418284 33.017316 -99.000000 -99.000000 1 1200 0.008253 29.8
54 129.108963 -6.826657 32.069640 33.144889 -99.000000 -99.000000 1 1200 0.008223 64.1
55 130.589706 -8.996228 32.235583 33.176378 -99.000000 -99.000000 1 1200 0.008119 59.7
56 123.127281 -4.725819 31.647364 32.769607 -99.000000 -99.000000 1 1200 0.008099 65.4
57 114.156342 17.883976 33.419363 34.596310 28.624536 29.801483 1 1200 0.008019 84.7
58 125.684242 -8.305828 31.881551 32.876347 -99.000000 -99.000000 1 1200 0.007959 60.8
59 121.213936 2.526576 32.986163 34.107252 30.054607 31.175695 1 1200 0.007936 62.9
60 127.218384 -7.710737 31.964783 32.997668 -99.000000 -99.000000 1 1200 0.007809 37.7
61 127.144798 -8.381142 31.983112 32.969527 -99.000000 -99.000000 1 1200 0.007745 38.5
62 123.461578 0.661348 32.934697 34.054771 30.406773 31.526847 1 1200 0.007575 66.6
63 128.164169 -5.901624 31.992052 33.096504 -99.000000 -99.000000 1 1200 0.007518 59.0
64 127.982712 -8.353664 32.038973 33.025388 -99.000000 -99.000000 1 1200 0.007492 36.8
65 126.063667 -9.341992 31.954262 32.854227 -99.000000 -99.000000 1 1200 0.007480 65.9
66 127.450569 -8.392230 32.003497 32.989912 -99.000000 -99.000000 1 1200 0.007459 36.5
67 125.913673 -0.167779 32.995149 34.115153 30.673336 31.793341 1 1200 0.007398 80.1
68 127.298599 -8.223792 31.989175 32.983971 -99.000000 -99.000000 1 1200 0.007336 37.0
69 127.264099 -9.398794 32.034291 32.934256 -99.000000 -99.000000 1 1200 0.007294 43.6
70 125.038399 -2.430760 32.568721 33.689730 30.982056 32.103066 1 1200 0.007095 58.0
71 131.219421 -10.016409 32.332039 33.163883 -99.000000 -99.000000 1 1200 0.007081 53.9
72 115.608215 11.246797 33.232977 34.374982 29.039447 30.181452 1 1200 0.007055 72.9
73 120.409920 6.624010 33.271959 34.399494 29.655162 30.782697 1 1200 0.007030 77.5
74 127.850052 -5.882183 31.971111 33.075563 -99.000000 -99.000000 1 1200 0.006967 54.9
75 129.194794 -7.129025 32.083645 33.142328 -99.000000 -99.000000 1 1200 0.006933 60.5
76 129.124054 -11.831100 32.355746 32.860794 -99.000000 -99.000000 1 1200 0.006911 40.2
77 125.994583 -6.895042 31.864642 32.934636 -99.000000 -99.000000 1 1200 0.006878 42.0
78 125.846184 -8.972884 31.919348 32.860143 -99.000000 -99.000000 1 1200 0.006859 63.3
79 111.256935 23.783270 33.391445 34.615641 28.218617 29.442813 1 1200 0.006830 88.0
80 130.032501 -11.118310 32.339545 32.998122 -99.000000 -99.000000 1 1200 0.006824 28.7
81 128.579575 -7.592615 32.052107 33.091836 -99.000000 -99.000000 1 1200 0.006821 48.0
82 118.244812 5.497222 33.044493 34.169662 29.596313 30.721482 1 1200 0.006772 66.6
83 129.098633 -7.230268 32.077234 33.135917 -99.000000 -99.000000 1 1200 0.006768 60.5
84 126.183228 -4.182553 32.065195 33.188192 31.636238 32.759236 1 1200 0.006761 53.0
85 118.575607 3.383260 32.891200 34.013157 29.796924 30.918881 1 1200 0.006733 71.6
86 116.110115 9.959606 33.195673 34.332817 29.148531 30.285675 1 1200 0.006679 71.6
87 119.715363 7.493281 33.285585 34.415260 29.546788 30.676463 1 1200 0.006613 76.2
88 122.376213 5.280645 33.304079 34.428867 29.887961 31.012750 1 1200 0.006565 80.4
89 130.343994 -9.183177 32.229174 33.150025 -99.000000 -99.000000 1 1200 0.006537 54.9
90 126.993594 -8.648184 31.981787 32.950692 -99.000000 -99.000000 1 1200 0.006510 40.0
91 126.135277 -4.888113 31.848332 32.969705 -99.000000 -99.000000 1 1200 0.006445 48.6
92 120.589813 6.878593 33.301845 34.429976 29.648665 30.776797 1 1200 0.006428 80.0
93 127.917419 -5.764060 31.974062 33.081594 -99.000000 -99.000000 1 1200 0.006425 58.4
94 125.783020 -5.002333 31.825422 32.945647 -99.000000 -99.000000 1 1200 0.006416 46.4
95 128.716965 -4.403994 32.019554 33.142708 -99.000000 -99.000000 1 1200 0.006256 79.9
96 127.851044 -4.035952 32.271816 33.394605 31.652201 32.774990 1 1200 0.006237 76.6
97 110.392532 23.548796 33.328465 34.550390 28.168614 29.390540 1 1200 0.006160 86.9
98 123.994003 -1.769992 32.623790 33.744326 30.788208 31.908744 1 1200 0.006147 54.2
99 120.777351 3.416646 33.041052 34.163049 29.940598 31.062595 1 1200 0.006144 63.6
100 120.322609 4.299788 33.087884 34.211054 29.831961 30.955131 1 1200 0.006122 66.0
