index RAJ2000 DEJ2000 exptime Nvis LogProb contour
0 29.087328 5.628824 1200.0 1.0 -11.908012831281916 58.70023205727411
1 27.093586 11.521566 1200.0 1.0 -12.282270912921 56.06089133274645
2 38.701832 -7.683412 1200.0 1.0 -12.625412571648816 2.9724637890967776
3 33.409714 -0.717296 1200.0 1.0 -12.65564291671006 18.817741167234253
4 27.222773 10.5216 1200.0 1.0 -12.863969115549494 54.3504877854298
5 31.020563 2.78681 1200.0 1.0 -12.8811593180914 42.25250674386471
6 33.639912 -0.766745 1200.0 1.0 -12.977365964656382 15.348878425801399
7 37.678497 -2.939004 1200.0 1.0 -13.22806769151589 73.92343720384666
8 27.904417 8.256587 1200.0 1.0 -13.267221242599245 59.992023479142745
9 40.066971 -8.776975 1200.0 1.0 -13.273994074196711 15.91672424044881
10 30.771826 2.614285 1200.0 1.0 -13.288251703948758 50.565934086268584
11 27.960539 6.296877 1200.0 1.0 -13.374119096762206 71.98580519932793
12 31.971088 2.167637 1200.0 1.0 -13.381870488017215 24.97894382589625
13 31.892147 2.115408 1200.0 1.0 -13.521399694160785 27.09585514031374
14 28.8417 6.61169 1200.0 1.0 -13.545099595498609 50.6843107372225
15 26.233719 10.423072 1200.0 1.0 -13.552047680024568 76.11346363321674
16 32.806919 -1.485583 1200.0 1.0 -13.557235676683101 58.56230201765567
17 40.036644 -11.733829 1200.0 1.0 -13.660212028641892 60.3699706012838
18 32.020691 1.894362 1200.0 1.0 -13.660516002097847 25.463111919780484
19 31.906319 2.180688 1200.0 1.0 -13.66897366777269 25.384938455682608
20 27.218527 10.589932 1200.0 1.0 -13.683529374046353 54.35789624079621
21 26.317835 10.649489 1200.0 1.0 -13.705315845444563 67.34998295198102
22 39.523422 -8.369215 1200.0 1.0 -13.706864606262183 7.309962009325672
23 29.340313 5.610033 1200.0 1.0 -13.706872174090867 49.226614765751506
24 33.993755 -0.71351 1200.0 1.0 -13.729786585214235 15.945930599684901
25 27.137753 12.613827 1200.0 1.0 -13.760750727185279 64.41294046554773
26 34.270004 1.244174 1200.0 1.0 -13.76311893059658 65.26205563831876
27 29.046219 6.744823 1200.0 1.0 -13.764332374243178 43.95498831393792
28 39.69017 -9.053499 1200.0 1.0 -13.815310330420264 1.2803754560999605
29 40.555103 -9.538623 1200.0 1.0 -13.835208550848455 13.263880552475152
30 27.37442 12.509104 1200.0 1.0 -13.84381116765397 65.53820423474133
31 39.634022 -6.902112 1200.0 1.0 -13.864475875803716 53.482030778559505
32 32.784668 -0.654751 1200.0 1.0 -13.864529440835097 38.57097113468396
33 30.273312 6.523107 1200.0 1.0 -13.865450303447062 47.20150863467593
34 40.748318 -11.670918 1200.0 1.0 -13.87988686232743 18.35888033032226
35 41.033348 -9.452301 1200.0 1.0 -13.879941371545941 38.10402647135283
36 27.182375 10.507982 1200.0 1.0 -13.899861040679692 54.3504877854298
37 27.917599 8.30048 1200.0 1.0 -13.905416700827697 54.625670730237076
38 27.444588 11.701347 1200.0 1.0 -13.909306018621697 61.25915959418607
39 29.244684 6.03674 1200.0 1.0 -13.93030860725125 48.613574621443036
40 36.486111 -4.3159 1200.0 1.0 -13.930803384420987 10.825952563145801
41 31.653358 1.515695 1200.0 1.0 -13.932869195039956 39.04732032749913
42 26.371828 10.552833 1200.0 1.0 -13.938753990446921 67.35288656295262
43 38.382675 -7.767759 1200.0 1.0 -13.939896140899243 3.2883471591778712
44 29.217066 5.774793 1200.0 1.0 -13.951462297738342 51.815339446262534
45 26.746456 13.125092 1200.0 1.0 -13.968737906839383 61.98476896376517
46 35.80518 -4.517169 1200.0 1.0 -13.974592388485288 13.35995348347097
47 25.937698 12.163655 1200.0 1.0 -13.976943183943627 63.259280902974425
48 37.046879 -5.838702 1200.0 1.0 -13.98521758098525 5.360834979697109
49 35.413475 -3.733062 1200.0 1.0 -14.023576837683034 11.192369271245866
50 40.639317 -9.467791 1200.0 1.0 -14.027602432165375 18.142584522641343
51 41.094177 -9.737584 1200.0 1.0 -14.034603427546982 27.159620329737294
52 27.308598 13.055245 1200.0 1.0 -14.043824013753126 69.98237909643932
53 31.855324 2.11609 1200.0 1.0 -14.054662689818576 27.09585514031374
54 29.7222 5.59388 1200.0 1.0 -14.063883299900452 41.226267154904555
55 36.019299 -2.856917 1200.0 1.0 -14.119542393841588 29.359900436996433
56 39.457668 -11.010317 1200.0 1.0 -14.142886567835575 57.91070884623426
57 41.105171 -9.736472 1200.0 1.0 -14.157169591247884 27.159620329737294
58 40.71656 -9.933143 1200.0 1.0 -14.159032735556549 7.83572416140415
59 26.711559 11.401514 1200.0 1.0 -14.179641380619678 58.08491070171333
60 29.283808 4.564798 1200.0 1.0 -14.20913102444899 65.03780129202867
61 30.793039 5.657077 1200.0 1.0 -14.216662588680775 47.83827323665768
62 37.368881 -5.848518 1200.0 1.0 -14.219184610726627 5.8647833661878
63 39.953083 -10.605499 1200.0 1.0 -14.219290247343247 19.42790545364147
64 28.8369 8.67626 1200.0 1.0 -14.279720360045866 48.64270161471783
65 38.381889 -7.344148 1200.0 1.0 -14.311237141873951 3.7175986541093464
66 39.587048 -11.246832 1200.0 1.0 -14.323564316500976 53.59096967339821
67 27.250113 13.21125 1200.0 1.0 -14.355288338724847 69.16753604546749
68 40.279747 -9.571104 1200.0 1.0 -14.38830848392595 4.82002356105866
69 29.0998 5.62676 1200.0 1.0 -14.41040150036022 58.70023205727411
70 40.121346 -11.277538 1200.0 1.0 -14.41053609510137 39.29645515140809
71 26.905039 11.343893 1200.0 1.0 -14.411956396811313 56.22556409550044
72 40.598202 -9.362237 1200.0 1.0 -14.445819168113816 17.01313030413093
73 31.907429 2.19041 1200.0 1.0 -14.44638674666276 25.384938455682608
74 40.749413 -8.28953 1200.0 1.0 -14.48316872431086 57.85313561793615
75 31.405407 6.771981 1200.0 1.0 -14.508361452230716 71.5434403227269
76 40.20858 -7.975829 1200.0 1.0 -14.525505596279897 46.08569871094506
77 183.062103 56.177395 1200.0 1.0 -14.540571992867436 77.20554018903718
78 33.47633 0.448155 1200.0 1.0 -14.544615214023711 24.684572863017657
79 27.285746 13.059856 1200.0 1.0 -14.553483992550428 66.9680007836633
80 183.372177 50.741467 1200.0 1.0 -14.55521564083633 81.32192241830516
81 26.478659 9.822936 1200.0 1.0 -14.559444741093506 69.65375106149511
82 40.555244 -8.492233 1200.0 1.0 -14.572362566190336 49.53529533810777
83 28.815889 10.013639 1200.0 1.0 -14.573911778189682 64.69253329746405
84 39.773994 -6.946842 1200.0 1.0 -14.585357268184964 55.069850668369625
85 35.765446 -1.748839 1200.0 1.0 -14.592135180281621 48.625227785074564
86 28.6708 6.03492 1200.0 1.0 -14.592516269349025 63.795513048343125
87 32.853962 1.266429 1200.0 1.0 -14.596216383989542 24.59636402091118
88 29.079563 5.65213 1200.0 1.0 -14.607122741575177 58.70023205727411
89 39.460094 -11.507261 1200.0 1.0 -14.614895852672415 74.75681711333489
90 30.7658 4.24128 1200.0 1.0 -14.628108801023517 33.63751414609232
91 183.59169 56.011406 1200.0 1.0 -14.663755423369254 77.92157983504082
92 40.105045 -5.440338 1200.0 1.0 -14.676877173797966 82.60645662046487
93 32.776611 -0.655307 1200.0 1.0 -14.691317622772422 38.57097113468396
94 34.921581 -0.25574 1200.0 1.0 -14.706218996379196 58.28439517123118
95 33.507675 -0.977272 1200.0 1.0 -14.707553843438252 18.274308037435276
96 40.808014 -8.125045 1200.0 1.0 -14.70948821757831 57.85756823411481
97 29.153465 5.804111 1200.0 1.0 -14.718171232131274 51.815339446262534
98 38.904346 -9.947675 1200.0 1.0 -14.726827559780823 46.734854988633785
99 36.479687 -4.595622 1200.0 1.0 -14.72900175416925 7.4033285408583405
100 40.534092 -10.761211 1200.0 1.0 -14.736798505206668 5.797781880664451
101 37.245255 -5.389627 1200.0 1.0 -14.744814882963913 8.644488105265575
102 172.209915 20.79517 1200.0 1.0 -14.749392198432073 80.12304554211092
103 29.343254 6.768251 1200.0 1.0 -14.762701427779383 41.90704932861705
104 40.862572 -11.808102 1200.0 1.0 -14.77033459896074 28.918963804305275
105 29.965918 7.411802 1200.0 1.0 -14.79109270888095 58.2559883043399
106 39.904285 -11.461172 1200.0 1.0 -14.796929726097808 51.6871722492028
107 41.421696 -8.180492 1200.0 1.0 -14.796977187759673 72.46913166383793
108 40.930202 -11.062399 1200.0 1.0 -14.806018753502658 0.830240157080365
109 26.874559 12.103878 1200.0 1.0 -14.824406815400698 57.38339812382682
110 26.085829 17.477551 1200.0 1.0 -14.853986998290791 88.88769841646085
111 173.425079 23.412638 1200.0 1.0 -14.856404592269788 82.4565522064598
112 37.641273 -4.62487 1200.0 1.0 -14.901436636624286 45.933668059728525
113 28.841738 6.611702 1200.0 1.0 -14.956228482777744 50.6843107372225
114 36.527943 -0.332012 1200.0 1.0 -14.961916643631021 88.76207281498226
115 34.828854 -0.820814 1200.0 1.0 -14.970704675014234 42.439381719389985
116 38.590225 -7.873399 1200.0 1.0 -14.975843303060275 1.670746676856173
117 37.278465 -5.566572 1200.0 1.0 -14.97977925024914 7.51852902781066
118 34.280277 1.282508 1200.0 1.0 -14.985467587238961 65.26205563831876
119 42.219666 -11.664624 1200.0 1.0 -14.988447802628434 8.211440334844799
120 34.478619 0.251845 1200.0 1.0 -14.990972308526276 51.1103032223488
121 29.521996 3.083693 1200.0 1.0 -15.00746321710028 76.77212778742614
122 30.245483 8.311156 1200.0 1.0 -15.007882751874906 70.17149695906882
123 173.315857 24.447054 1200.0 1.0 -15.01384449114263 80.00239708722489
124 39.619438 -8.106001 1200.0 1.0 -15.018885188437485 19.74363701954689
125 39.110504 -10.045905 1200.0 1.0 -15.022047108619791 43.483752043683204
126 27.9806 8.83106 1200.0 1.0 -15.036079145498153 49.62337220018899
127 42.293461 -10.680132 1200.0 1.0 -15.042386632831647 39.317756770085126
128 29.049978 5.588518 1200.0 1.0 -15.064586493921288 58.69808402153171
129 37.517727 -7.669041 1200.0 1.0 -15.068320662739971 29.422133105540567
130 41.169346 -9.126497 1200.0 1.0 -15.086044624963012 46.84142450904211
131 30.230604 6.270875 1200.0 1.0 -15.088462279680455 43.00850865738094
132 29.235212 5.781462 1200.0 1.0 -15.102490038411686 51.815339446262534
133 39.060658 -10.005286 1200.0 1.0 -15.103239549274354 43.490279770922506
134 182.438614 56.523548 1200.0 1.0 -15.126864975478338 87.97710222264524
135 29.138737 5.215221 1200.0 1.0 -15.131081783058255 59.712289907507774
136 40.8623129 -11.8086325 1200.0 1.0 -15.133790492582369 28.918963804305275
137 27.139366 13.430772 1200.0 1.0 -15.134502598633178 68.15146332711282
138 173.710312 25.530552 1200.0 1.0 -15.139260353235514 79.73952094584068
139 37.1615198 -5.4555138 1200.0 1.0 -15.145457116087073 6.537609029010172
140 31.736723 1.697918 1200.0 1.0 -15.153032862101556 39.0366203521026
141 181.384048 51.504673 1200.0 1.0 -15.16626935588924 81.11879628238086
142 41.1893 -8.16412 1200.0 1.0 -15.191747113250807 65.36412555492281
143 33.974491 1.781838 1200.0 1.0 -15.194988498820894 66.04808175900163
144 178.909714 43.045925 1200.0 1.0 -15.208009141991292 81.41827187124079
145 38.199467 -7.913835 1200.0 1.0 -15.218179206630035 8.80075911809156
146 193.875076 70.829254 1200.0 1.0 -15.220641790713923 70.75356274955084
147 37.109543 -4.50128 1200.0 1.0 -15.220951440135362 28.350123517969493
148 32.675316 -0.638396 1200.0 1.0 -15.221252112714646 49.04819267776216
149 27.2369 10.512712 1200.0 1.0 -15.236851418510721 54.35789624079621
150 172.438293 22.12661 1200.0 1.0 -15.237136037874185 80.57866355125375
151 32.9999 1.21741 1200.0 1.0 -15.243783664682624 24.996475396946273
152 29.067076 3.761852 1200.0 1.0 -15.245537929260808 83.67415058908307
153 39.77763 -7.365453 1200.0 1.0 -15.246390008710739 48.12154549866017
154 37.4415478 -5.3409584 1200.0 1.0 -15.248952772492093 16.662593909125984
155 172.778931 22.767948 1200.0 1.0 -15.249188895865485 79.80929598677011
156 194.326477 70.203438 1200.0 1.0 -15.254282371133153 70.48057513106467
157 172.150406 23.404619 1200.0 1.0 -15.296437071926313 87.06388583911611
158 37.5987695 -7.0132941 1200.0 1.0 -15.303989790858699 7.243991818676998
159 39.152256 -9.091186 1200.0 1.0 -15.309637917005736 5.062649697303504
160 27.758413 13.296624 1200.0 1.0 -15.317409492158163 79.66286015568241
161 182.377014 48.900368 1200.0 1.0 -15.324564026420271 81.63197035679542
162 28.248701 12.708479 1200.0 1.0 -15.329418781602916 88.08534860281266
163 41.959831 -11.231922 1200.0 1.0 -15.332773089971235 9.80655432302591
164 32.400497 1.091035 1200.0 1.0 -15.334826672492783 24.029110962870764
165 29.995449 6.965978 1200.0 1.0 -15.364633675545363 49.71398015387553
166 38.863216 -9.72267 1200.0 1.0 -15.376614633508227 36.269006385133004
167 29.077364 4.076297 1200.0 1.0 -15.383713699902087 72.30655121702803
168 27.353245 13.368838 1200.0 1.0 -15.391360225626348 75.52991299213335
169 27.5431 12.72332 1200.0 1.0 -15.398000504385784 69.15469632362965
170 44.32877 -10.987874 1200.0 1.0 -15.398492714470814 79.46809384918404
171 38.851845 -10.129333 1200.0 1.0 -15.402729488643185 55.84540447096338
172 198.079224 70.649353 1200.0 1.0 -15.409850331638214 82.99278401362781
173 35.7032189 -4.8855317000000005 1200.0 1.0 -15.430083832560907 26.010373887539767
174 37.150151 -5.9409578000000005 1200.0 1.0 -15.435213605119877 4.622106669276855
175 33.002 1.22568 1200.0 1.0 -15.439338651248987 24.996475396946273
176 38.660709 -6.71841 1200.0 1.0 -15.444606172769854 26.254810592365686
177 28.55472 7.883686 1200.0 1.0 -15.450099573030233 48.517320853116324
178 29.674978 8.346738 1200.0 1.0 -15.460834143274147 62.250466006808544
179 40.324223 -9.932596 1200.0 1.0 -15.460858382723975 0.6601420376899253
180 39.395302 -11.025001 1200.0 1.0 -15.485482342237626 57.908497389358935
181 194.545135 71.420158 1200.0 1.0 -15.491004182628789 70.99829140958927
182 26.313398 10.348655 1200.0 1.0 -15.50345888252332 69.38027614913551
183 39.7572 -8.76727 1200.0 1.0 -15.50725438687958 6.204583987154995
184 36.579937 -1.551558 1200.0 1.0 -15.509487739192483 74.32982791220962
185 183.204163 52.903393 1200.0 1.0 -15.5165678944105 76.7026262987915
186 195.123444 70.198662 1200.0 1.0 -15.524975758174099 73.41485099156888
187 40.8998343 -11.4049383 1200.0 1.0 -15.535522898885223 9.971178538717329
188 38.13406 -8.608278 1200.0 1.0 -15.536049125818815 36.743968690814974
189 185.75795 58.44471 1200.0 1.0 -15.539391216543628 73.96176377692815
190 36.011787 -4.159695 1200.0 1.0 -15.541830214162424 7.759272807737895
191 199.712082 72.76561 1200.0 1.0 -15.548988976414327 79.42924584325415
192 35.943531 -2.329726 1200.0 1.0 -15.55555736115485 46.529893752989906
193 39.596333 -11.739333 1200.0 1.0 -15.557290572608395 74.7577633880122
194 29.070658 4.64713 1200.0 1.0 -15.567006272447918 67.31221985381215
195 43.778522 -10.753544 1200.0 1.0 -15.567920458239172 77.26062470496018
196 40.6544468 -10.4627026 1200.0 1.0 -15.569278299733009 0.2718869442901527
197 38.134 -8.60799 1200.0 1.0 -15.57287312471799 36.743968690814974
198 30.897949 4.785712 1200.0 1.0 -15.575439829722153 35.91120736877901
199 179.812454 42.566982 1200.0 1.0 -15.581623284085627 83.58258730506127
200 39.664845 -7.495722 1200.0 1.0 -15.595310712022028 37.567755754234554
201 40.737999 -10.049809 1200.0 1.0 -15.599172634341723 4.966812128782987
202 176.058289 33.514473 1200.0 1.0 -15.6090179916975 81.79817436861244
203 42.151318 -11.622679 1200.0 1.0 -15.613556626625156 8.211440334844799
204 182.880646 51.863598 1200.0 1.0 -15.617188722835634 78.83511305343049
205 42.6504 -11.30065 1200.0 1.0 -15.643088113681765 33.33415048974571
206 32.547157 -1.232264 1200.0 1.0 -15.665200795095787 63.741759602686464
207 40.862728 -8.109214 1200.0 1.0 -15.68134040664802 64.29422425230904
208 35.222733 0.556741 1200.0 1.0 -15.68526144676844 82.80971397946868
209 39.472145 -10.790597 1200.0 1.0 -15.688235061519778 46.829261803732564
210 35.875694 -6.982882 1200.0 1.0 -15.689612791137874 75.25187214842687
211 40.087517 -6.728923 1200.0 1.0 -15.689926262162938 67.80203487349614
212 168.932388 13.782197 1200.0 1.0 -15.699227882681484 82.02278443721676
