ID RA DEC LST1_start LST1_stop LST2_start LST2_stop Nvis Exptime Prob(Norm) Contour
25 288.543000 26.734550 21.266194 22.520509 39.951891 41.206206 1 1200 0.010896 0.3
26 279.017334 14.537313 20.281482 21.438557 39.763754 40.920830 1 1200 0.010719 0.1
27 330.126373 50.471062 23.725137 25.487252 42.529598 20.291713 1 1200 0.010513 0.1
28 329.573853 51.941326 23.599568 25.419242 42.523938 20.343613 1 1200 0.010433 0.3
29 329.041473 51.603542 23.586129 25.391858 42.480339 20.286068 1 1200 0.010388 0.2
30 280.580231 17.704641 20.508181 21.683962 39.726735 40.902517 1 1200 0.010357 0.1
31 276.179169 12.339292 43.992665 21.139228 39.684661 40.831224 1 1200 0.010273 0.4
32 285.689453 27.307407 21.084886 22.345707 39.746220 41.007041 1 1200 0.010014 0.3
33 337.070000 50.789750 24.169691 25.944044 42.998622 20.772975 1 1200 0.009835 0.3
34 329.416168 51.532768 23.616101 25.418642 42.503514 20.306055 1 1200 0.009644 0.2
35 333.256104 51.399235 23.880338 25.677591 42.756557 20.553809 1 1200 0.009604 0.1
36 331.792419 52.410786 23.715798 25.555130 42.683859 20.523191 1 1200 0.009440 0.3
37 338.745636 52.104382 24.200610 26.026792 43.139293 20.965475 1 1200 0.009099 0.1
38 330.968170 51.265438 23.735951 25.527947 42.601143 20.393138 1 1200 0.009029 0.1
39 346.379486 52.017982 24.714757 26.537679 43.646252 21.469175 1 1200 0.008956 0.2
40 280.712250 17.048992 20.493801 21.665395 39.762905 40.934499 1 1200 0.008911 0.0
41 344.845000 53.740080 24.488788 26.386016 43.593318 21.490546 1 1200 0.008850 0.3
42 331.820648 52.414959 23.717680 25.557012 42.685741 20.525073 1 1200 0.008845 0.3
43 297.418701 38.259735 21.902865 23.330289 40.325538 41.752962 1 1200 0.008618 0.1
44 326.502319 49.723267 23.524253 25.258502 42.275141 20.009389 1 1200 0.008488 0.1
45 301.182404 40.262779 22.130125 23.598539 40.559115 42.027529 1 1200 0.008486 0.1
46 276.780243 10.585063 43.942234 21.081669 39.822363 40.961798 1 1200 0.008274 0.1
47 330.090881 51.765755 23.645996 25.458135 42.553983 20.366122 1 1200 0.008271 0.2
48 66.826210 2.376284 29.346092 30.467059 26.443102 27.564069 1 1200 0.008245 0.3
49 289.565613 29.510973 21.371047 22.658394 39.950354 41.237701 1 1200 0.008200 0.1
50 288.592000 29.976450 21.310866 22.604366 39.874568 41.168068 1 1200 0.008198 0.2
51 342.167267 53.162476 24.355488 26.226204 43.396098 21.266814 1 1200 0.008125 0.3
52 332.668671 50.748676 23.879367 25.651668 42.704155 20.476456 1 1200 0.008075 0.2
53 332.487610 51.922264 23.795539 25.614133 42.717548 20.536142 1 1200 0.008018 0.2
54 300.665619 40.804535 22.087258 23.567680 40.521069 42.001491 1 1200 0.007957 0.2
55 350.766327 52.021290 25.007213 26.830135 43.938708 21.761631 1 1200 0.007873 0.3
56 330.006348 51.056416 23.683064 25.467751 42.533095 20.317783 1 1200 0.007861 0.1
57 274.922000 7.316560 43.620582 20.749791 39.906475 41.035685 1 1200 0.007852 0.2
58 283.597626 24.652145 20.898985 22.131545 39.681472 40.914031 1 1200 0.007768 0.3
59 331.827423 52.601624 23.705451 25.552537 42.691119 20.538205 1 1200 0.007710 0.3
60 347.646118 52.201275 24.786954 26.617499 43.735317 21.565862 1 1200 0.007536 0.2
61 273.861389 2.883724 43.197161 20.318580 40.196272 41.317691 1 1200 0.007385 0.3
62 287.564331 25.320770 21.176658 22.416073 39.925838 41.165253 1 1200 0.007322 0.3
63 293.619781 32.860687 21.664586 22.998580 40.150724 41.484718 1 1200 0.007306 0.3
64 291.981384 32.602364 21.554425 22.884588 40.046263 41.376426 1 1200 0.007287 0.0
65 287.057159 26.613525 21.165365 22.418466 39.855821 41.108923 1 1200 0.007193 0.0
66 332.343201 50.974979 23.843610 25.625184 42.687243 20.468817 1 1200 0.007184 0.2
67 331.397278 52.193478 23.705459 25.534912 42.651392 20.480844 1 1200 0.007171 0.3
68 292.770599 33.884361 21.610294 22.960139 40.075941 41.425786 1 1200 0.007157 0.1
69 287.042847 26.620468 21.164411 22.417512 39.854867 41.107969 1 1200 0.007119 0.0
70 293.547546 33.591679 21.661625 23.006536 40.133137 41.478047 1 1200 0.007107 0.0
71 291.234344 33.429459 21.507129 22.849824 39.981422 41.324117 1 1200 0.007083 0.3
72 330.447296 51.316231 23.697981 25.492076 42.567564 20.361658 1 1200 0.007077 0.1
73 288.212585 27.276392 21.252684 22.513190 39.915155 41.175661 1 1200 0.006980 0.1
74 67.689377 0.863657 29.241496 30.361625 26.663626 27.783754 1 1200 0.006880 0.3
75 332.031769 52.377098 23.735340 25.572468 42.698434 20.535562 1 1200 0.006855 0.3
76 274.149811 5.747251 43.458166 20.583847 39.969461 41.095142 1 1200 0.006851 0.2
77 299.027985 38.652813 22.006497 23.441339 40.429059 41.863901 1 1200 0.006770 0.0
78 276.869049 9.492581 43.886911 21.022510 39.893363 41.028962 1 1200 0.006757 0.2
79 330.228638 51.713863 23.658560 25.468558 42.561927 20.371925 1 1200 0.006698 0.2
80 292.984833 35.434883 21.623655 22.998923 40.065721 41.440990 1 1200 0.006635 0.3
81 329.683655 50.998253 23.666307 25.447881 42.509940 20.291514 1 1200 0.006620 0.1
82 293.327000 34.981150 21.647304 23.014827 40.095439 41.462963 1 1200 0.006559 0.2
83 277.793152 13.439186 20.151752 21.303339 39.735748 40.887335 1 1200 0.006410 0.2
84 280.900665 18.232588 20.547696 21.727023 39.726399 40.905726 1 1200 0.006373 0.1
85 283.590393 24.800484 20.901216 22.135124 39.676928 40.910836 1 1200 0.006335 0.3
86 334.751526 51.931602 23.946467 25.765061 42.868476 20.687070 1 1200 0.006285 0.1
87 329.407043 51.168324 23.636714 25.425570 42.495369 20.284225 1 1200 0.006252 0.1
88 329.160675 51.726559 23.585674 25.396742 42.491348 20.302416 1 1200 0.006198 0.2
89 345.238831 52.247448 24.624702 26.456341 43.575503 21.407142 1 1200 0.006093 0.2
90 293.144745 34.084114 21.635420 22.988447 40.097519 41.450546 1 1200 0.006085 0.0
91 336.785736 51.568485 24.104081 25.908746 42.996018 20.800684 1 1200 0.006070 0.2
92 335.371582 52.472435 23.950807 25.792348 42.923863 20.765404 1 1200 0.006067 0.2
93 333.362000 50.504330 23.939336 25.702465 42.745802 20.508930 1 1200 0.006052 0.3
94 279.160553 13.160260 20.229988 21.380237 39.841170 40.991419 1 1200 0.006019 0.2
95 294.407501 34.622383 21.719651 23.081484 40.172850 41.534683 1 1200 0.006007 0.0
96 285.401886 24.947254 21.025194 22.260734 39.792850 41.028391 1 1200 0.005969 0.1
97 296.360382 36.429955 21.845144 23.238002 40.276716 41.669573 1 1200 0.005939 0.0
98 280.175323 16.823334 20.449801 21.619996 39.736713 40.906909 1 1200 0.005893 0.1
99 290.925720 31.603754 21.478928 22.794278 39.995818 41.311168 1 1200 0.005854 0.0
100 287.653442 26.972006 21.210794 22.467871 39.885922 41.142998 1 1200 0.005806 0.1
