ID RA DEC LST1_start LST1_stop LST2_start LST2_stop Nvis Exptime Prob(Norm) Contour
60 271.535614 23.465588 20.069529 21.290705 38.914044 40.135220 1 1200 0.008543 36.8
61 270.443329 19.729019 43.897980 21.087891 38.971219 40.161131 1 1200 0.008538 56.1
62 252.482819 53.953838 42.315034 20.221637 37.442739 39.349342 1 1200 0.008515 85.3
63 194.351471 27.497721 38.998521 40.261560 33.651969 34.915008 1 1200 0.008482 85.5
64 107.283211 48.615597 32.962889 34.658976 27.645452 29.341539 1 1200 0.008469 71.4
65 195.074799 28.202284 39.056277 40.327444 33.682530 34.953696 1 1200 0.008415 85.5
66 266.887054 64.027596 41.633389 20.200677 39.384263 41.951552 1 1200 0.008410 33.0
67 253.592606 41.335300 42.939784 20.432539 37.379809 38.872563 1 1200 0.008264 89.9
68 217.505615 36.360889 40.588558 41.979872 35.020876 36.412191 1 1200 0.008236 85.6
69 272.739000 31.115630 20.263310 21.571942 38.793258 40.101890 1 1200 0.008223 60.8
70 272.739563 31.116236 20.263347 21.571979 38.793296 40.101928 1 1200 0.008184 60.8
71 213.416946 43.866680 40.205905 41.760961 34.694632 36.249688 1 1200 0.008122 81.0
72 212.989349 72.274498 37.222586 39.175994 -99.000000 -99.000000 1 1200 0.008111 86.6
73 102.737122 33.437637 32.940648 34.283342 27.414941 28.757635 1 1200 0.008110 77.4
74 271.469849 34.017143 20.190360 21.542019 38.653961 40.005620 1 1200 0.008064 23.8
75 212.698486 35.913383 40.269806 41.653506 34.706293 36.089992 1 1200 0.007964 83.1
76 198.070724 44.839180 39.156032 40.736969 33.672461 35.253398 1 1200 0.007866 77.6
77 241.641342 72.494400 39.170163 41.048683 -99.000000 -99.000000 1 1200 0.007822 75.9
78 214.819000 26.298618 40.344034 41.593539 35.048994 36.298500 1 1200 0.007765 89.1
79 267.159790 51.157242 43.488502 21.276314 38.344991 40.132803 1 1200 0.007724 30.2
80 242.876587 58.785698 41.164705 43.330492 37.053053 39.218840 1 1200 0.007707 81.5
81 270.099304 28.788250 20.065199 21.343447 38.669793 39.948041 1 1200 0.007706 45.2
82 261.980011 56.868835 42.673353 20.727054 38.203614 40.257315 1 1200 0.007698 70.6
83 271.308258 46.881535 43.969617 21.610280 38.564155 40.204817 1 1200 0.007677 44.5
84 238.282898 64.918068 39.337183 41.990460 37.780593 40.433870 1 1200 0.007675 77.2
85 219.064102 29.908327 40.674871 41.967274 35.241273 36.533676 1 1200 0.007607 88.5
86 244.454529 52.202152 41.907515 43.738060 36.855878 38.686423 1 1200 0.007585 87.4
87 181.638397 39.237648 38.173846 39.620966 32.597487 34.044607 1 1200 0.007565 83.0
88 261.822235 58.485527 42.466963 20.614821 38.294811 40.442669 1 1200 0.007563 68.5
89 250.446182 39.984329 42.751402 20.214240 37.178585 38.641422 1 1200 0.007556 89.5
90 244.074356 64.102448 40.085418 42.659608 37.883639 40.457829 1 1200 0.007551 77.0
91 198.305984 33.984417 39.312743 40.663947 33.776851 35.128055 1 1200 0.007511 80.7
92 196.232513 47.503628 38.940565 40.600386 33.563949 35.223770 1 1200 0.007463 78.1
93 197.157639 43.737556 39.125620 40.676971 33.610714 35.162065 1 1200 0.007442 77.6
94 206.412430 56.616619 38.997334 41.036662 34.484996 36.524324 1 1200 0.007427 87.3
95 268.709686 62.645065 42.169475 20.615173 39.212785 41.658483 1 1200 0.007424 46.1
96 182.286774 44.003136 38.127575 39.685614 32.619289 34.177328 1 1200 0.007394 81.7
97 192.529373 52.850079 38.402308 40.259453 33.411130 35.268275 1 1200 0.007383 82.5
98 208.805923 25.051813 39.920909 41.157548 34.683242 35.919880 1 1200 0.007368 89.2
99 195.864639 53.532131 38.572754 40.460686 33.654599 35.542531 1 1200 0.007363 82.0
100 255.794647 51.367050 42.717877 20.514076 37.591877 39.388076 1 1200 0.007359 88.2
